,tweet,existence,existence.confidence
5185,"@yintercept Under Obama, probably not...unless it's used to tie up global warming deniers.",1,0.6553
5187,@adrian_bacon PS: now unions can promote climate change all the way up2 election day--how did SCOTUS hurt climate change?,1,0.7144
5188,"124 Toyota Prius' have had break failures leading to a $2 billion recall. Tried to slow global warming but couldn't stop, what a shame.",1,0.6768
5189,Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change http://bit.ly/9eW0iZ,1,1.0
5190,#Africa2day Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set... http://tinyurl.com/ygynf5c,1,1.0
5191,Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set asid... http://tinyurl.com/ygynf5c #Africa,1,0.6275
5192,I do love seeing ice chunks in the East River. It's like our little Earth is just fighting global warming tooth and nail.,1,1.0
5193,Florida Agencies Issue Global Warming Red Alerts http://bit.ly/cwrgor,1,1.0
5194,Penn State To Investigate Scientist Over Global Warming Controversy|Penn State University will investigate a .. http://oohja.com/x6myY,1,0.6691
5195,Predicting future climate change through sediments http://bit.ly/b27X1s #science #research,1,1.0
5196,Predicting future climate change through sediments http://bit.ly/b27X1s #environment #eco,1,0.6766
5197,Predicting future climate change through sediments http://bit.ly/b27X1s #energy #green,1,1.0
5198,"We take climate change seriously & as a business, we hold ourselves responsible for our impact. Learn how:  http://ow.ly/13Oho",1,1.0
5199,How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aNasC,0,1.0
5202,RT @DIGGatomicpoet: Please Digg: Forests are growing faster driven by climate change http://bit.ly/c4NCxG,1,1.0
5203,Climate Change seems to drive accelerated growth in trees says Smithsonian Environmental Research Center; a good thing? http://bit.ly/cCoBvM,1,0.6821
5204,"@adrian_bacon OMG, free speech!  Maybe if there was more of it, you would know climate change is a complete lie.",0,0.6778
5205,Canada's Wolverine Population Declines As Result Of Climate Change http://bit.ly/cmzQdj,1,1.0
5206,"Canada's Wolverine Population Declines As Result Of Climate Change: The wolverine, a predator renowned for its str... http://bit.ly/aLvmF3",1,0.6685
5207,Fight against drugs and climate change top priority in EU-Peru agenda http://idek.net/10gj via @LivingInPeru,1,0.6941
5208,Climate change causes wolverine decline across Canada http://bit.ly/bsVEVW,1,1.0
5209,"@dluxkoshertours re: where is the global warming? If anyone would have found it,  it would be you.  where havent you looked yet?",0,1.0
5210,"RT @blogdiva: RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",1,1.0
5211,"RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",1,0.6833
5212,is freezing outside.  Where in the world is Global Warming?,0,0.6692
5213,"Debunking the Deniers of Global Warming, page 1   http://bit.ly/a14V1W global warming swindle",1,0.6516
5215,U.N. Climate Chief Defends Panel's Global Warming Findings|Yvo de Boer acknowledged that some mistakes were made .. http://oohja.com/x6lto,1,0.6751
5216,Global Warming Petition Project:  http://bit.ly/9nrzkm,1,0.6576
5217,"CLIMATE CHANGE:   European Firms See Windfall in Renewable Energy: BERLIN, Feb 3 (IPS) - European governments fail... http://bit.ly/bnGFSn",1,1.0
5218,Global warming research grant in danger of fund freeze|A top member of Congress wants President Obama to freeze .. http://oohja.com/x6lbe,1,0.3701
5220,RT @ericbolling Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,1,1.0
5221,Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,1,0.6909
5222,"Global warming update: Maj storm will impact much of the US  "".DC, Bal, Phi, NY.These cities received 2 to 4 times their norm snowfall."" ...",1,0.6283
5223,"Global warming update: Major winter storm will impact much of the U.S. **note ""...D.C., Balt, Phil, NYC...These... http://bit.ly/b4LO7d",0,0.5275
5224,Lord Smith warns climate change argument has been undermined by 'climategate'|The fight to tackle climate change .. http://oohja.com/x6kU8,1,0.5552
5225,;P http://bit.ly/dAuSjA global warming solutions Innovation has climate change in hand,1,1.0
5226,"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/aUl3C2",1,1.0
5227,"RT @NSF: ""Missing"" Heat May Affect Future Climate Change: Current observational tools cannot account for roughly half.. http://bit.ly/bGlz82",1,1.0
5228,"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/bD6LOA",1,0.6789
5229,"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark http://bit.ly/aZdAoI",1,1.0
5230,"Abbott's climate change policy: live chat with environment reporter Adam Morton: Logically, power generators are o... http://bit.ly/9qVMiR",1,1.0
5232,"Obama Battles to Keep Global Warming, Biofuels Initiatives on Track|Amid doubts about climate change legislation, .. http://oohja.com/x6kgG",1,0.6783
5233,RT @mongabay: Climate Change and the Amazon Rainforest: http://bit.ly/cVzrVa,1,1.0
5234,Go Green Toolshed ' Blog Archive ' Global Warming Is Crap! http://bit.ly/cWXiUt,0,0.6441
5235,Watching 'Joseph D'Aleo Full Interview on Global Warming Hoax' at Vodpod http://bit.ly/cW6QJ8,0,1.0
5236,".@cracked This article doesn't actually get really scary until you read all the ""global warming is a myth!"" comments. http://bit.ly/9HufIZ",1,0.6845
5237,RT @EcoPreservation: Climate change causes wolverine decline across Canada http://bit.ly/WolverineDecline,1,1.0
5239,NYTimes: California Sets Up Statewide Network to Monitor Global-Warming Gases http://s.nyt.com/u/eDY,1,1.0
5240,"Global warming good for trees|WASHINGTON - GLOBAL warming is good news for trees, which are thriving in higher .. http://oohja.com/x6iZ9",0,0.6432
5245,"""Any"" = legitimate efforts by scientists to mislead and missrepresent their global warming findings. I haven't heard any implications yet.",1,0.3643
5247,@vballr4life7 too whiche lie or distortion of the truth are you referring? The congressional perks or global warming?,0,1.0
5248,"GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz Dick Chaney didn't drive an SUV 200,000 years ago, maybe?",0,1.0
5249,"IPCC Chief Pachauri Speaks to Indian Univ About Climate Change Skeptics, Glaciergate & Treaties http://bit.ly/bwkGDU via @ecopolitologist",1,0.6837
5251,GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz,0,1.0
5253,"Put end to the stupid global warming crap, ask perverts to explain the time between ice ages? George and Dick driving SUV's i suppose!",0,1.0
5255,@algore you are such a cocksucker. global warming is fake you should be put in prison. stop trying to push your lies on America.,0,1.0
5256,Sen. Lindsey Graham: 'I care equally about immigration and climate change': I'll sit down with my c.. http://bit.ly/bCFage,1,0.4834
5257,Who's worried about sea levels rising from Global Warming? Al Gore buys $8.8 million ocean-view villa... http://su.pr/2de5Ru,0,0.5213
5258,"Climate change increases heat waves, floods: EPA: WASHINGTON (Reuters) - Deaths from heat waves, property da... http://tinyurl.com/2wry7p2",1,1.0
5260,RT @peterrothberg Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC,0,0.6716
5262,Resilience to climate change in western Kenya | Humanitarian News http://retwt.me/1N0Md (via @AidNews),1,1.0
5263,"EU, China agree closer links on climate change | Humanitarian News http://retwt.me/1N0De (via @NewsOnGreen)",1,1.0
5264,Have you stolen our global warming? RT @Janetski it's so damn hot for Holland: 78'F!!!,1,0.3522
5267,Veterans organization says climate change a security threat | SCNow http://retwt.me/1N0pM (via @politext),1,1.0
5268,"Plan now for climate change, says researcher &gt; FOODweek Online &gt; Main Features Page http://retwt.me/1N0l7 (via @FOODweek)",1,1.0
5271,Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC #p2 #climatechange,0,0.6205
5272,Irony Deficient: WaPo 'On Faith' Frets About Climate Change | NewsBusters.org http://retwt.me/1N0cE (via @BestBlogPosts),1,1.0
5273,Heather Taylor-Miesle: CLIMATE CHANGE CANNOT WAIT | Humanitarian News http://retwt.me/1N0bK (via @NewsOnGreen),1,1.0
5274,These guys just make me sick @CO2HOG  Reid set to move on climate change bill -- before immigration... http://bit.ly/aoBxJI #tcot,0,1.0
5275,Combating climate change: lessons from the world's indigenous peoples | Quix.. http://retwt.me/1N08t (via @quixotecenter),1,1.0
5276,"RT @Doc_0: Charlie Crist, 2010: my independent candidacy is a result of mental illness caused by global warming.",1,0.5223
5278,"EPA says climate change is causing storms, heat waves http://bit.ly/c0HVjk",1,1.0
5279,Climate Change Indicators in the United States http://retwt.me/1N01Z (via @OceanLeadership),1,1.0
5280,Climate Change Science: Data Collection on Global Warming | Sustainablog http://retwt.me/1MZZ3 (via @sustainablog),1,0.6371
5281,Some cool mind maps about global warming http://bit.ly/cNrt7V #climate,1,1.0
5282,Amsterdam- Business leaders convene to address global climate change | Humani.. http://retwt.me/1MZXI (via @HumanityNews),1,0.6672
5283,E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/aQlc9o,1,0.6135
5288,"USA: Weekly Climate Change Policy Update - April 26, 2010  http://tinyurl.com/393qyyl",1,1.0
5290,Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes - -.. http://retwt.me/1MZye (via @GOODfeed),1,0.6324
5291,"RT @2BlueStarMom, Global Warming & Profiteering in the Obama Administration http://digg.com/u1Uam8, #tcot, #right, #rightblogs, #teaparty",0,0.6844
5294,Climate change bill shouldn't fall victim to immigration reform http://retwt.me/1MZll (via @BUEnetwork),1,1.0
5296,RT @vermontaigne How about #vageruption? http://www.redstate.com/vladimir/2010/04/27/huffpo-global-warming-causes-volcanoes/,1,0.6722
5297,"Lisa P Jackson, EPA, S Most Ignorant BLACK WOMAN besides Michelle Obama, seen in long time! Global Warming HAs Been DEBUNKED STUPID 'HO!",0,1.0
5299,What Climate Change Means for the Wine Industry | Wired Science | Wired.com http://retwt.me/1MZ7U (via @scienceRSS),1,1.0
5301,Green Party: Climate Change - Only Greens Have Answers http://bit.ly/bn7kyW #news #tv #business #media #politics,1,0.6991
5302,"Why climate change will make your allegeries worse, http://su.pr/16aLt5",1,1.0
5303,Impacts of climate change and how native people are responding ' Coast Salish Gather.. http://retwt.me/1MYW7 (via @NWIFC),1,1.0
5304,"RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB",1,0.7009
5305,"RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB",1,0.6688
5309,It's Climate Change Day today! ' Ask the Climate Question http://retwt.me/1MYNE (via @GreenAllianceUK),1,1.0
5312,More Global Warming Profiteering by Obama Energy Official: http://bit.ly/doR1ye via @addthis,0,0.6885
5313,"Bolivia 'people's conference' calls for system change, not climate change | Grist http://retwt.me/1MYm1 (via @GroenWerkt)",1,0.6464
5315,"Tories 'could put climate change agreement at risk' - UK Politics, UK - The I.. http://retwt.me/1MYfv (via @IndyPolitics)",1,0.6421
5317,In new blow to climate change Russia's top weatherman: winter now drawing to a close in Siberia may turn out to be the coldest on record,1,0.6377
5323,Deep ocean current off Antarctica found - Climate Change- msnbc.com http://retwt.me/1MY7t (via @stevesilberman),1,0.6615
5324,The White House wants churches to advance its climate change agenda. - KOSMOSNET.. http://retwt.me/1MY6g (via @KOSMOSNET),1,0.7151
5326,Last chance for climate change legislation? | Humanitarian News http://retwt.me/1MY0z (via @HumanityNews),1,0.6584
5327,You and Us and Me - Developing nations: Climate change treaty in 2010 (AP) http://retwt.me/1MXZW (via @NewsOnGreen),1,0.7178
5328,"BBC lectures us incessantly on climate change. So why did their bosses make 68,0.. http://retwt.me/1MXRQ (via @KOSMOSNET)",0,0.6917
5330,Developing nations: Climate change treaty in 2010 (AP) | Humanitarian News http://retwt.me/1MXPf (via @NewsOnGreen),1,0.6459999999999999
5331,Climate Change Fraud - Cap-and-Trade Treason http://retwt.me/1MXLV (via @ccfeditor),0,1.0
5333,The winds of climate-change http://goo.gl/fb/r0QcD #energy,1,1.0
5337,FUCK CLIMATE CHANGE REULATORS! THERE IS NO SCIENCE TO VALIDATE THE RULES OR REGULATIONS! GET FUCKED & ENJOY!,0,0.6679999999999999
5338,LINDSAY GRAHAMNEEDS THE DICK PULLED OuT OF HIS ASS RE CLIMATE CHANGE REGULATION! DUMBASS SC SENATOR NEEDS A HORSE FUCKING!,0,0.499
5339,CLIMATE CHANGE REGULATION IS A STUPID THOUGHT & WASTE OF TIME! BEEN DISPROVED BY ONES WHO INITIATED HYPOTHOSYS! IDIOTS!,0,1.0
5340,"FUCK LINDSAY GRAHAM, RINO, 4 PULLING OuT OF CLIMATE CHANGE REGULATION! DICKHEAD KNEW IT WAS DEAD! Any excuse to abandon support!",1,0.7086
5342,"Climate Change REgulation is ABSOLUTE POLITAICAL SUICIDE! REPORTS, SCIENCE & DATA ALL CONCUR THAT CLIMATE CHANGE IS IMAGINARY!",0,1.0
5343,Fuck Lindsay Graham & John Kerry on the Climate Change Law! Have they not been Reading the Astute Reaffirmations that it is BUNK SCIENCE?!,0,1.0
5344,South Africa hosts talks on climate change - news aggregated by newzfor.me - .. http://retwt.me/1MXrU (via @contentcross),1,0.6774
5348,Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was put on... http://bit.ly/8ZRaLt,1,0.6354
5359,"Graham Threatens to Pull Energy Bill Sponsorship: Senator Lindsey Graham, a central architect of a climate change ... http://bit.ly/apKGSC",1,0.6094
5360,Last chance for climate change legislation? / The Christian Science Monitor - CSMo.. http://retwt.me/1MXh5 (via @xalfeed),1,0.6375
